IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
ȶ͈	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
k͉	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
k͈	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
p͉	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
p͈	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
n	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ɳ	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
n̪	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ȵ	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ŋ	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
m	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
l	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ɭ	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
l̪	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
r	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ɻ	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
j	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
w	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
i	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
u	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
a	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ʑ	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ʐ	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ð	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
β	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
e	mari1419		Marringarr	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
t͉	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
t͈	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
ʈ͉	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
t̪͉	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
ȶ͉	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
ȶ͈	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
k͉	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
k͈	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
p͉	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
p͈	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
n	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
ȵ	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
ŋ	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
m	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
l	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
r	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
ɻ	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
j	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
w	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
i	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
u	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
a	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
e	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
ɸ	mari1424		Marrithiyel	Green 1989	http://glottolog.org/resource/reference/id/22284	Please see also the general comparative notes on Australian inventories.
t͉	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
t͈	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ʈ͉	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ʈ͈	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
t̪͈	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ȶ͉	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ȶ͈	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
k͉	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
k͈	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
p͉	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
p͈	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
n	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
ɳ	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
n̪	mart1254		Marti Ke	Nambatu&alia 2009	http://glottolog.org/resource/reference/id/61434	Please see also the general comparative notes on Australian inventories.
